,0,1
0,-9,-0.062039319682419145
1,-1,-0.36096607541570513
2,-1,-0.19963316608963316
3,0,-0.2879257732353114
4,-1,-0.33517865808585695
5,0,-0.3057829160924542
6,-10,-0.1398102179808764
7,-1,-0.2879257732353114
8,-8,0.11289213557487776
9,0,-0.383185210703669
10,2,0.47979729268248056
11,-1,0.8946394843421737
12,-1,-0.2043487391184476
13,0,-0.2745513697008735
14,1,0.04565126088155241
15,1,0.36289213557487776
16,-1,-0.33517865808585695
17,0,-0.15047756659712525
18,-10,-0.1398102179808764
19,0,0.03204003894578275
20,2,0.1714959330279639
21,0,-0.12381933311784851
22,0,-0.41082562376599074
23,0,-0.383185210703669
24,0,0.0219641990570002
25,1,0.18251044359874966
26,1,0.3432836641865014
27,0,-0.3057829160924542
28,-1,-0.3692963218147801
29,0,-0.41082562376599074
30,-1,-0.06714423326379193
31,0,-0.383185210703669
32,0,0.0219641990570002
33,0,-0.12381933311784851
34,0,-0.3057829160924542
35,-1,-0.22820653853368922
36,-10,-0.1398102179808764
37,-10,-0.1398102179808764
38,-1,0.06512703738220915
39,0,-0.3057829160924542
40,-1,-0.2606624808119846
41,-8,0.11289213557487776
42,1,0.04565126088155241
43,0,-0.2745513697008737
44,0,-0.15824794992677876
45,-2,-0.31136913427633317
46,0,-0.2879257732353114
47,2,0.45917800547974486
48,-1,-0.3004775665971252
49,-2,-0.2011050927839216
50,0,-0.2879257732353114
51,0,0.0219641990570002
52,0,-0.017879445155601192
53,0,-0.24628710262841946
54,-1,-0.33517865808585695
55,2,0.4056893205287587
56,-1,-0.24429632181478012
57,0,-0.41082562376599074
58,0,-0.15047756659712525
59,-11,-0.1322344604051188
60,-9,-0.191103512368427
61,-1,-0.3004775665971252
62,0,-0.383185210703669
63,-1,-0.22820653853368922
64,1,0.36289213557487776
65,2,0.36073793266649234
66,-1,-0.33517865808585695
67,2,0.4056893205287587
68,0,-0.383185210703669
69,-9,-0.062039319682419145
70,-1,-0.11295376929508616
71,-2,-0.36947676508361404
72,-2,-0.36947676508361404
73,2,0.45917800547974486
74,0,-0.11618613942381695
75,0,-0.24628710262841946
76,-1,-0.33517865808585695
77,1,0.04565126088155241
78,-1,-0.33517865808585695
79,-10,-0.1398102179808764
80,0,-0.24628710262841946
81,-1,-0.33517865808585695
82,0,-0.2879257732353114
83,2,0.5
84,0,0.0219641990570002
85,-2,-0.36947676508361404
86,0,-0.11618613942381695
87,1,0.04565126088155241
88,1,0.04565126088155241
89,-1,0.5219641990570002
90,-1,-0.5050750283127059
91,2,0.3721666284901151
92,2,0.4695407925152914
93,-2,-0.23381089993045875
94,1,0.04565126088155241
95,1,0.18251044359874966
96,0,-0.24628710262841946
97,-1,-0.33517865808585695
98,1,0.2714579296152458
99,0,-0.12381933311784851
100,1,0.36289213557487776
101,-1,-0.33517865808585695
102,0,0.0219641990570002
103,1,0.2714579296152458
104,2,0.36073793266649234
105,0,0.0219641990570002
106,-9,-0.062039319682419145
107,-8,0.11289213557487776
108,-1,-0.3997145126548796
109,0,-0.11618613942381695
110,-2,-0.28936645548601414
111,-1,-0.33517865808585695
112,1,0.22797281767550703
113,-1,-0.5328528060904836
114,-10,-0.1398102179808764
115,0,-0.41082562376599074
116,-1,-0.22820653853368922
117,-2,0.029033687191003382
118,0,-0.383185210703669
119,-1,-0.3004775665971252
120,1,0.22797281767550703
121,-2,-0.31136913427633317
122,-10,-0.1398102179808764
123,-1,-0.36096607541570513
124,-1,0.12199482746888607
125,0,-0.1765709613406698
126,-1,-0.33517865808585695
127,2,0.3834661837440485
128,0,-0.24628710262841946
129,0,-0.41082562376599074
130,0,-0.383185210703669
131,0,-0.2879257732353114
132,-1,-0.5328528060904836
133,0,-0.15047756659712525
134,1,0.22797281767550703
135,0,-0.15047756659712525
136,0,-0.2879257732353114
137,0,-0.11618613942381695
138,2,0.1714959330279639
139,0,inf
140,0,-0.41082562376599074
141,0,-0.383185210703669
142,0,0.0219641990570002
143,1,0.04565126088155241
144,-1,-0.2641162494257876
145,0,-0.3057829160924542
146,-1,-0.33517865808585695
147,2,0.3721666284901151
148,1,0.2714579296152458
149,0,-0.24628710262841946
150,2,0.3946394843421737
151,-1,-0.5328528060904836
152,0,0.03204003894578275
153,-1,-0.19628710262841947
154,2,0.3721666284901151
155,-1,-0.33517865808585695
156,1,0.04565126088155241
157,-1,-0.33517865808585695
158,0,-0.24628710262841946
159,0,-0.2177717594505883
160,1,0.36289213557487776
161,0,-0.2879257732353114
162,-10,-0.1398102179808764
163,0,-0.41082562376599074
164,-1,-0.33517865808585695
165,-10,-0.1398102179808764
166,-1,-0.24429632181478012
167,0,-0.2879257732353114
168,0,-0.11618613942381695
169,0,-0.3057829160924542
170,0,-0.15047756659712525
171,-1,-0.33517865808585695
172,0,-0.13547273628812928
173,-1,-0.3004775665971252
174,-1,-0.3004775665971252
175,2,0.416618391060949
176,1,0.18251044359874966
177,0,-0.3057829160924542
178,-9,-0.191103512368427
179,2,0.4487067056124494
180,1,0.22797281767550703
181,0,-0.11618613942381695
182,0,inf
183,-1,-0.2043487391184476
184,2,0.45917800547974486
185,-2,-0.31136913427633317
186,-1,-0.33517865808585695
187,0,-0.383185210703669
188,0,-0.11618613942381695
189,0,-0.03572233352106982
190,0,-0.383185210703669
191,0,-0.383185210703669
192,1,0.22797281767550703
193,1,0.22797281767550703
194,-1,-0.5328528060904836
195,-1,-0.33517865808585695
196,1,0.04565126088155241
197,-1,-0.22820653853368922
198,0,-0.3057829160924542
199,2,0.36073793266649234
200,1,0.22797281767550703
201,0,-0.11618613942381695
202,2,0.47979729268248056
203,-1,-0.11295376929508616
204,-10,-0.1398102179808764
205,-1,-0.19963316608963316
206,2,0.416618391060949
207,-10,-0.1398102179808764
208,-9,-0.191103512368427
209,2,0.3946394843421737
210,0,-0.15047756659712525
